id,b,c,v,t
40020015,40,20,15,"Oððe ne mot ic don þæt ic wille. hwader þe þin eage manfull ys. forþam þe ich göd eom."
40020016,40,20,16,"Swa beoð þa fyrmestan ytemeste. & þa ytemesta fyrmesta. Soðlice manega synde ge-clypede. & feawe ge-corena."
40020017,40,20,17,"Þa ferde se hælend to Ierusalem. & nam hys leorning-cnihtes on-sundren & þus cwæð to heom."
40020018,40,20,18,"Nu we fareð to ierusalem. ænd mannes sune beoð ge-seald þare sacerda eldren & bokeren. & hyo ge-niðeriað hine to deaðe."
40020019,40,20,19,"þeoden to bisemerienne. & to swingenne. & to ahonne. & þam þridde daige he arist."
40020020,40,20,20,"Ða com to hym zebedeis bearne moder mid hire bearnen. hyo ge-eadmedende & sum þing fram him byddende."
40020021,40,20,21,"Ða cwæð he. hwæt wilt þu. Ða cwæð hye. sege þæt þas twege mine sunas sittan an on þinen swiðren healfe. & se oþer on þinen wenstron on þinen rice."
40020022,40,20,22,"Ða andswerede heom se hælend. gyt nyston ge hwæt gyt byddeð. mugen gyt drinken þanne calic ðe ic to drinken hæbbe. Ða cwæðen hye wit mugen."
40020023,40,20,23,"Ða cwæð he. witodlice gyt minne calic drinkeð. to sittenne on mine swiðre healfe oððe on wenstren nis me inc to sellenne. ac þan þe hit fram minen fæder gegarewed ys."
40020024,40,20,24,"& þa þa teon leorning-cnihtes gebolgen wið þa twegen broðren."
40020025,40,20,25,"Þa clypede se hælend hyo to hym & cwæð. Wite ge þæt ealdormen wealdeð heora þeode. & þa þe synd ealdran hæbbed anweald on heom."
40020026,40,20,26,"ne beoð swa be-twex eow. ac swa hwilc swa wile betweox eow byon eldra syo heo eowre þeing."
40020027,40,20,27,"& se þe wile beo-tweox eow beon fyrmest syo he eower þeow."
40020028,40,20,28,"Swa mannes sune ne com þæt hym man þenode. ac þæt he þenode & sealde hys sawle lyf to alesendnysse for manegen. Ge wilniað to ge-þeonne on gehwaden þinge. & to beon ge-wunod on þam mæsten þingen. Witodlice þanne ge to reorde gelaðode beoð ne sytte ge on þam fermestan sætlen. þe lest þe arwurðore wer æfter þe cume. & se husbunde hate þe arisan & ryman þam oðren & þu beo ge-scend. gyf þu sitst on ge-reorde on þam ytemestan setle. & æfter þe cymð oðer gebeorn. & se laðiende cweð to þe site innor leof. þanne byoð þe arwurdlicor. þanne þe man utter scufe."
40020029,40,20,29,"& þa he ferde  fram ierico hym felgde mycel maniga."
40020030,40,20,30,"& þa sæten twegen. blinde wið þanne weig. & hyo ge-herden þæt se hælend þær forð-ferde. & þa clypeden hyo to hym and cwæðen. drihten ge-miltse unc dauiðes sune."
40020031,40,20,31,"Ða bed syo manige heom þæt hyo swugedon. þa clepedon hyo þæs þe mare. Drihten ge-miltse unc dauiðes sune."
40020032,40,20,32,"Ða stod se hælend & clypede hyo to hym & cwæð. hwæt wille git þæt ic inc do."
40020033,40,20,33,"Þa cwæðen hio. Drihten þæt uncor eagen seon ge-openede."
40020034,40,20,34,"Ða ge-miltsede he heom. & heora eagen æt-ran. & hyo ge-seagen. & felgedon hym."
40021001,40,21,1,"Ænd þa he ge-neahlahte ierusalem. & com to bethfage. to oliuete dune. þa sente he his twegan leorning-cnihtes"
40021002,40,21,2,"& saigde heom. Fareð to þam castelle þet foren on-gen eow ys. and þanne sone finde ge ane assene ge-teiggede. & hire folen mid hire. un-tegeð hio. & ladeð to me."
40021003,40,21,3,"& gyf hwa anyg þing eow to-cweð. seggeð þæt drihten hafeð þises neode. þanne for-let he eow rædlice."
40021004,40,21,4,"Eall þis wæs geworðen þæt wære ge-filled þæt þurh ysaiam þanne witega ge-cweðen wæs."
40021005,40,21,5,"Seggeð heahnysses dohter nu þin kyning kymð þe to. ge-dafte & rit uppon tamere assene & hire folan."
40021006,40,21,6,"& þa ferde hys leorning-cnihtas & dydon swa he heom be-bead."
40021007,40,21,7,"& lædde þa assene to hym & hire fola. & leigdon heora reaf uppon hyo & setten hine on-ufon."
40021008,40,21,8,"Witodlice þæt folc spretton heora reaf on þanne weig. sume heowan þare treowa boges & streoweden on þanne weig."
40021009,40,21,9,"þæt folc þe þær be-fore ferde. & þæt þe þær-æfter ferde clypeden & cwæðen. hal syo þu dauiðes sune. Syo ge-bletseð seþe com on drihtenes naman. Syo hym hal on hahnessum."
40021010,40,21,10,"Ða he ferde to ierusalem þa warð eall syo burhware onstired & cwæðen. hwæt ys þes."
40021011,40,21,11,"þa cwæð þæt folc. þis is se hælend witege of nazareth on galilea."
40021012,40,21,12,"Þa se hælend in-to þam temple eode. he adraf ut ealle þa þe cheapeden innan þam temple. & þare mynetere scameles. & heora setle þare þe culfran sealden he tobræc."
40021013,40,21,13,"& cwæð te heom. hit ys awriten min hus ys bed-hus. Witodlice ge worhten þt to þeof-coten."
40021014,40,21,14,"Ða eoden to hym þa blinde & þa healte & he hyo ge-hælde."
40021015,40,21,15,"Witodlice þa þare sacerda ealdres & þa bokeres ge-seage þa wundre þe se hælend worhte. & gehyrden hu þa chyld clepedon on þam temple & cwæðen sy dauiðes sune hal. þa wæren hyo eorre."
40021016,40,21,16,"& cwæðen. ge-herst þu hwæt þas cweðeð. þa cwæð he. witodlice ne rædden ge næfre þa fulfremedesten lof of chyldren. & of sacerda muðe  ."
40021017,40,21,17,"& he for-læt hyo þære. & ferde of þare berig to bæthanie & lærde hie þar be godes rice."
40021018,40,21,18,"On morgen þa he eft to þare berig for. þa hingrede hym."
40021019,40,21,19,"& he ge-seah an fïc-treow be þa weige. þa eode he to hym. & ne funde on hym bute þa leaf ane. Ða cwæð he. ne wurðe næfre of þe wæstme akenned. Ða sone for-scranc þæt fic-treow."
40021020,40,21,20,"& hys leorning-cnihtas wundredon & cwæðen lokið nu hu rædlice þæt fic-treow for-scranc."
40021021,40,21,21,"Ða andswerede he heom & cwæð. Soð ic eow segge gyf ge hæbbeð ge-leafen & ge ne tweonie ne do ge þæt an be þam fïc-treowe. ac eac þah ge cweðen to þisen munte ahefe þe upp & fall innan þa sæ."
40021022,40,21,22,"& ealles þas þe ge byddeð. eow beoð ge-teiþað gyf ge lefæð."
40021023,40,21,23,"Ða he com in-to þam temple þa comen þare sacerda aldres him to. & cwæðen. On hwilces mihte wyrcst þu þas þing. & hwa sealde þe þisne anweald."
40021024,40,21,24,"þa andswerede se hælend & cwæð. & ic acsiege eow ane spæce. Gyf ge þa spræce me seggeð. þanne segge ic eow on hwilcen anwealde ic þas þing werche."
40021025,40,21,25,"Hwæðer wæs iohannes fulluht þe of heofene þe of mannen? Ða cwæðen hyo beo-tweoxe heom. Gyf we seggað of heofene. þanne cweð he. for hwan ne ge-lyfde ge hym."
40021026,40,21,26,"Gyf we seggeð of mannen. we on-drædeð þis folc. Ealle hyo hafden iohanne for ænne witega."
40021027,40,21,27,"Ða andsweredon hyo. & cwæðen. we nyten. Þa cwæð he. ne ich eow ne segge of hwilcen anwealde ich þas þing wyrche."
40021028,40,21,28,"Hu þincð eow. An man hafde twege sunes þa cweð he to þam yldran suna. ga & wyrc to-day on mine win-gearde."
40021029,40,21,29,"Ða cwæð he ich nelle. eode þah seððan to þam wingearde."
40021030,40,21,30,"Ða cwæð he all-swa to þam oðren. Ða andswerede se hym & cwæð. hlaford ich gä. & ne eode swa-þeah."
40021031,40,21,31,"hwæðer þare tweire dyde þas fæder willen. Ða cwæden hyo se æftrere. Ða cwæð se hælend to heom. Soð ich eow segge þt manfulle & þa myltystran gað be-foren eow on godes riche."
40021032,40,21,32,"Iohannes com on rihtwisnesse weige. & ge ne ge-herden hine. Witodlice manfulle & myltistran ge-lyfden. & ge ge-seagen & ne dydon syððan nane deadbote þæt ge ge-lyfdon on hym."
40021033,40,21,33,"Ge-herað nu oðer byspel. Sum hyrdes ealdor wæs. se plantede wingeard. & be-tynde hine & sætte þær-on winwrengen & ge-tymbrede ænne stepel. & ge-sette þane mid eorðetylian. & ferde on eall-þeodignysse."
40021034,40,21,34,"Ða þare wæstme tïd neohlahte. þa sende he hys þeowas to þam eorðtilian þæt hyo on-fengen hys wæstmes."
40021035,40,21,35,"Ða namen hyo hys þeowas. & swungen sume. & sumne hyo of-slogen. sumne hyo of-torfoden."
40021036,40,21,36,"Ða sende he eft oðre þeowas selre þanne þa formere wæron. þa dyden hyo þam ge-liche."
40021037,40,21,37,"Eft nexstan he sende hys sune heom to. & cwæð. Hyo for-wandigeð þæt hyo ne doð minen sunen swa."
40021038,40,21,38,"Witodlice þa þa tylien þanne sune ge-seagen þa cwæðen hyo be-twuxe heom. Þes ys se earfedneme uton gan & of-slean hine. & hæbben us hys ehte."
40021039,40,21,39,"Ða namen hyo & of-slogen hine. & awurpen wið-uten þanne win-geard."
40021040,40,21,40,"Hwæt doð þes wingeardes hlaford. þan eorðe-tylian þanne he cymð."
40021041,40,21,41,"Ða cwæðen hyo. he for-deð þa yfele mid yfele. & ge-sett hys wingeard mid oðre tylian. þe him his wæstmen heore tÿdon agyfen."
40021042,40,21,42,"Ða cwæð se hælend ne redde ge næfre on ge-writen. Se stan þe þa tymbrienden awurpen. ys geworðen on þare hyrnan heafde. Ðys is fram drihtene ge-worðen & hit is wunderlich on eowre  eagen."
40021043,40,21,43,"forþan ic segge eow. þæt eow beoð æt-broiden godes rice. & beoð ge-seald þare þeode þe hyo earnieð."
40021044,40,21,44,"Ænd se þe falð uppe þisne stan. he beoð to-brised. & he to-bryseð þane þe he on-uppen falð."
40021045,40,21,45,"Ða þa sacerda ealdres. & þa farisei. þis byspell ge-herdon. þa on-geatan hyo þæt he hyt sægde be heom."
40021046,40,21,46,"Hyo sohten hyne & ondrædden þæt folc. for-þam þe hyo hæfden hyne for ænne witegan."
40022001,40,22,1,"Ða saigde he heom oðer byspel. & þus cwæð."
40022002,40,22,2,"Heofena rice is gelic geworðen þam kynge þe makede hys sunes bridgyfte."
40022003,40,22,3,"ænd sente hys þeowas. & clypede þa ge-laðoden to þam gyftan. þa nolden hyo cumen."
40022004,40,22,4,"Ða sende he eft oðre þeowes & sæde þam ge-laðeden  . nu ich gegerewede mine feorme. mine fearres & mine fugeles syndde of-slagene & ealle mine þing synde gearewe cumað to þam gyftan."
40022005,40,22,5,"Ða forgemden hyo þæt. & fyrden sum to hys tune. sum to hys mangunge."
40022006,40,22,6,"& þa oðre namen hys þeowes. & mid teonan ge-swencten & of-slogen."
40022007,40,22,7,"Ða se kyng þæt ge-hyrde. þa wæs he eorre & sænde his heretoge & for-dyde þa manslagen. & heora burh for-bærnde."
40022008,40,22,8,"Ða cwæð he to hys þeowas. Witodlice þas gyften synden gearewe ac þa þe ge-laðode wæron ne sinden wurðe."
40022009,40,22,9,"Gað nu witodlice to weoggelæten & clepiað to þisse gyftan swa hwilce swa ge ge-meton."
40022010,40,22,10,"Ða eoden þa þeowes ut on þa wegas & ge-gaderedon ealle þa þe hyo ge-metton gode & yfele. Ða wæron þa gyfton-hus. mid sittenden mannen ge-felledde."
40022011,40,22,11,"Þa eode se kyng in. þæt he wolde ge-seon þa þe þær sæten. þa ge-seah he þær ænne man þe næs mid gyftlicen reafe ge-scred."
40022012,40,22,12,"Þa cwæð he, La freond hu-mæte eodest þu in. & næfdest gyftlic reaf. Ða ge-swigeode he."
40022013,40,22,13,"Ænd se cyng cwæð. to his þeignen. ge-bindað hys handen & hys fet. & wurpeð  hine on þa uttren þeostran. þær beoð wop & toðe gristbitung."
40022014,40,22,14,"Witodlice manega synde ge-laðede äc feawe ge-corene."
40022015,40,22,15,"Ða ongunne þa farisei. ræden þæt hyo wolden þanne hælend on his sprace be-fon."
40022016,40,22,16,"Ða senden hyo hym heora leorning-cnihtas to mid þam herodianissen & þus cwæðen. Lareow we witon þæt þu ert soðfæst. & þu lærst godes weig. mid soðfæstnysse & þu ne wandest for nane men. ne þu ne be-sceawast nanes mannes had."
40022017,40,22,17,"Saige us hwæt þincð  þe ys hyt alyfed þæt man caisere gafel sylle. þe na?"
40022018,40,22,18,"þa se hælend heora facne ge-hyrde þa cwæð he. la lickeres hwi fandige min."
40022019,40,22,19,"atewiað me þas gafeles menet. Ða brohten hyo him enne panig."
40022020,40,22,20,"Ða cwæð se hælend to heom. Hwas anlicnysse is þis. & þis ofer-gewrit."
40022021,40,22,21,"Hyo cweðen þas cayseres. Ða cwæð he agyfeð þan caysere þa þing þe þas cayseres synde. & gode þa þing þe godes synt."
40022022,40,22,22,"Ða hyo þt ge-hyrdon ða wundreden hyo. & for-leten hine & ferden on-weig."
40022023,40,22,23,"On þam dagen comen to him saducei. þa seggeð þt nan ariste ne syo. & hyo axoden hine"
40022024,40,22,24,"& cwæðen. Lareow Moyses sæde gif hwa dead syo & barn næbbe. þt his broðer nymed hys wif & streoned him bærn."
40022025,40,22,25,"Witodlice mid us wæren seofe ge-broðre. & se forme fette wif. & forð-ferde. & lefde his broðer hys wif buton bearne."
40022026,40,22,26,"& se oðer alswa. & se þridde. & swa oððe þe seofende."
40022027,40,22,27,"þa æt þan sefemestan forð-ferde þt wif."
40022028,40,22,28,"hwilces þas þare seofene byð þt wif on þam ariste. ealle hyo hædden hy."
40022029,40,22,29,"þa andswerede se hælend heom. & cwæð. ge dwelied & ne cunnan halig ge-write. ne godes magen."
40022030,40,22,30,"Witodlice ne wifiað hyo. ne hyo ne cheorliað. on þam ariste. ac hyo synd swilce godes engles on heofene."
40022031,40,22,31,"Ne rede ge be deadere manne ariste. þt eow fram gode ge-saigd wæs."
40022032,40,22,32,"Ic eom abrahames god. & ysaaces god. & iacobes god. nis god na deadre manne ac libbendre."
40022033,40,22,33,"þa þt folc þt ge-hyrde þa wundredon hyo hys lare."
40022034,40,22,34,"Þa þa fariseiscan ge-hirdon þt he het þa saduceisscen stille beon. þa eoden hyo to-gadere."
40022035,40,22,35,"& an þe wæs þare lage lareow axode hine. & fandede hine þus cweðende."
40022036,40,22,36,"Lareow hwæt is þt mæste be-bod on þare lage."
40022037,40,22,37,"Ða cwæð se hælend. Lufe drihten þinne god on ealre þinre heorten. & on alre þinre sawle. & on eallen þine mode."
40022038,40,22,38,"þt is þt mæste & þt fyrmeste be-bod."
40022039,40,22,39,"Oðer is þan gelic lufe þine nextan swa swa þe selfne."
40022040,40,22,40,"On þisen twam be-boden beoð ge-fyld eal sy lage."
40022041,40,22,41,"Ða þa fariseiscan gegaderede wæren þa cwæð se hælend."
40022042,40,22,42,"Hwæt þincð eow be criste. hwas sune is he. hyo cwæðen dauiðes."
40022043,40,22,43,"Ða cwæð se hælend. hwi clypað dauid hine on gaste drihten & cweð."
40022044,40,22,44,"Drihten cwæð to minen drihtene. site on minen swiðren healfe. oððet ic sette þine feond þe to fot-scæmele."
40022045,40,22,45,"Gif dauið hine on gaste drihten clypað. hu is he his sune."
40022046,40,22,46,"Ða ne myhton hyo him nan word andswerian. ne nan ne dorste of þam daige hym nan þing mare axien."
40023001,40,23,1,"Þa spræc se hælend to þam folke. & to his leorning-cnihten."
40023002,40,23,2,"& . bokeres. & pharisei. sæten ofer moyses lareow-setl."
40023003,40,23,3,"healdeð & wyrcað swa hwæt swa hyo seggað. & ne do ge na æfter heore wercan. Hyo seggeð & ne doð"
40023004,40,23,4,"hyo bindeð hefige byrdene. þe man abere ne mæg. & leggeð þa up-on mannen exlan. & nelled hie þa mid heora fingre æt-hrinan."
40023005,40,23,5,"Ealle heore werc hyo doð þt men hyo ge-seon. hyo tobredeð heora halsbec. & marsiað heora reafe fnæde."
40023006,40,23,6,"Hyo lufieð þa fermestan setlen on beorscipan. & þa fermeste lareow-setlen on ge-samnengen."
40023007,40,23,7,"& þt hy men grete on stræten. & þt hy man manne lareowes nemnie."
40023008,40,23,8,"Ne gerne ge þt man eow lareowes nemnie. An ys eower lareow. Ge synde ealle ge-broðre."
40023009,40,23,9,"& ne nemnie ge eow fæder ofer eorðan. an ys eower fæder se þe on heofene ys."
40023010,40,23,10,"Ne eow man ne nemnie lareowes. for þam ane crist ys eower lareow."
40023011,40,23,11,"Se þe eower yldest byo. syo se eower þeing."
40023012,40,23,12,"Witodlice se þe hine up-ähefð. se beoð ge-neþered. & se þe hine selfne ge-eadmet. se beoð up-ahafen."
40023013,40,23,13,"Wa eow bokeras & farisei lickeras for-þam ge be-lukeð heofene rice be-foran mannen. Ne ge in ne gað. ne ge ne geþafiað. þt oðre ingan."
40023015,40,23,15,"Wa eow bokeres & farisei liceteras for-þam. ge befareð sæ. & eorðan þt ge don ænne ealðeodigene. & þanne he ge-wurðin beoð ge ge-doð hine helle bearn. twifealdlicor þanne eow."
40023016,40,23,16,"Wa eow blinde liceteras ge seggeð swa hwylce swa swereð on temple þt is naht. swa hwa swa swerað on þas temples golde. se ys sceldig."
40023017,40,23,17,"Eale ge desigen & blindan hwæðer ys mare ðe þt gold þe þt tempel þe þt gold halgað."
40023018,40,23,18,"& swa hwa swa swereð on þam weofede þt ys naht. Swa hwilc swa swereð on þare ofrunge þe ofer þt weofed ys se is geltig."
40023019,40,23,19,"Eale ge blinde hwæðer is mare þe offreng þe þt weofod þe ge-halgod þa offrenge."
40023020,40,23,20,"Witodlice se þe swereð on weofode. he swereð on him & on eallen þan þe him ofer synt."
40023021,40,23,21,"& se þe swereð on temple he swereð on him. & on þam þe him on eardiað."
40023022,40,23,22,"& se þe swereð on heofenan he swereð on godes þrim-settel. & on þam þe ofer þt sit."
40023023,40,23,23,"Wa eow bokeres & farisei. liceteres ge þe teoðiað mintan dyle & cumin & for-leten þa þing þe synde hefegeren. þære lage dom. & mildheortnysse. & geleafan. þas þing hit geberede. þt ge dydon. & þa oðre ne for-leten."
40023024,40,23,24,"La blinde latteowas ge drenieð þanne gnet aweig. & drinceð þa olfend."
